ISIN;ISIN-Bezeichnung;Verwaltungsgesellschaft;OeNB-Identnummer;LEI;LEI-Status;Wrapper;ISIN-Status;Laufzeitende
AT0000A0MQG8;Constantia Multi Invest 126;LLB Invest Kapitalanlagegesellschaft m.b.H.;10229752;529900084BG43BAWCJ26;ISSUED;4205;A;
AT0000A0MRE1;Raiffeisen-ESG-Global-Rent (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165404;529900YT86I6H6ALA737;ISSUED;163;A;
AT0000A0MRF8;Raiffeisen-Nachhaltigkeit-EmergingMarkets-LocalBonds (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;9551220;5299001Q0GGN4TBUGC18;ISSUED;3971;A;
AT0000A0MRZ6;MANDO aktiv Multi Assets;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;9456872;529900690161QFP5LH93;ISSUED;3946;A;
AT0000A0NE53;Adamsfonds;LLB Invest Kapitalanlagegesellschaft m.b.H.;10301500;529900O9YJX122KNZ835;ISSUED;4219;A;
AT0000A0NG44;Gutmann CZK Bonds (CZK) (VT);Gutmann Kapitalanlagegesellschaft m.b.H;10307796;529900DA29OMLD7AW851;RETIRED;4222;A;
AT0000A0NG93;OBK DF1;3 Banken-Generali Investment-Gesellschaft m.b.H.;10309543;529900BAB1UXH1IF5B69;ISSUED;4223;A;
AT0000A0NTP1;DSC EUR Bond Fund (EUR) (A);Gutmann Kapitalanlagegesellschaft m.b.H;10321748;529900IUVYEHH0AMNZ44;ISSUED;4225;A;
AT0000A0NUP9;DP 2;Sparkasse Oberösterreich Kapitalanlagegesellschaft m.b.H.;10330585;;;4226;A;
AT0000A0NUV7;KEPLER Risk Select Aktienfonds (A);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;10334890;529900I7K836AC8ZHO67;ISSUED;4230;A;
AT0000A0NUW5;KEPLER Risk Select Aktienfonds (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;10334890;529900I7K836AC8ZHO67;ISSUED;4230;A;
AT0000A0NUY1;VBV Fokus Österreich;3 Banken-Generali Investment-Gesellschaft m.b.H.;10336680;529900K0QSM8G22JD885;ISSUED;4231;A;
AT0000A0NVA9;IQAM Bond EUR FlexD (AT);IQAM Invest GmbH;3262901;529900RT7EWNKAWQQ664;ISSUED;84;A;
AT0000A0NVC5;IQAM SRI SparTrust M (AT);IQAM Invest GmbH;3262880;5299005UKBRYJFDDK154;ISSUED;87;A;
AT0000A0NWB5;ERSTE BOND CORPORATE BB EUR R01;Erste Asset Management GmbH;8605823;529900E3LUHZYAQ79572;ISSUED;3639;A;
AT0000A0NXM0;s Lebens-Aktienfonds;Erste Asset Management GmbH;10708839;529900BUGUXRBC0GKU86;ISSUED;4236;A;
AT0000A0P7R6;RT Active Global Trend;Erste Asset Management GmbH;7212232;5299003W4HR4260SIB33;ISSUED;1227;A;
AT0000A0P7V8;Raiffeisen-Global-Fundamental-Rent (R) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10091513;529900B20C6DUSXMUG84;ISSUED;4136;A;
AT0000A0P7W6;Raiffeisen-Global-Fundamental-Rent (R) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10091513;529900B20C6DUSXMUG84;ISSUED;4136;A;
AT0000A0P7X4;Raiffeisen-Global-Fundamental-Rent (R) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10091513;529900B20C6DUSXMUG84;ISSUED;4136;A;
AT0000A0PAB6;RT VIF Versicherung International Fonds (VA);Erste Asset Management GmbH;7212011;529900X99HEY2KGCXM65;ISSUED;128;A;
AT0000A0PD52;FlexProtection Secure 11;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10774220;529900HE4MI6WQDUQX37;ISSUED;4255;A;
AT0000A0PDC8;Active World Portfolio (A);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;10774238;529900I9XYGAVG5Z5431;ISSUED;4256;A;
AT0000A0PDD6;Active World Portfolio (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;10774238;529900I9XYGAVG5Z5431;ISSUED;4256;A;
AT0000A0PDE4;Dynamik Invest (EUR) (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;10774254;5299004U4NT5M22X0V95;ISSUED;4258;A;
AT0000A0PET0;Gutmann Eastern Europe Bonds (EUR) (A);Gutmann Kapitalanlagegesellschaft m.b.H;10774246;529900ZUZSBUSS0FP122;ISSUED;4257;A;
AT0000A0PEU8;Gutmann Eastern Europe Bonds (USD) (A);Gutmann Kapitalanlagegesellschaft m.b.H;10774246;529900ZUZSBUSS0FP122;ISSUED;4257;A;
AT0000A0PEV6;Gutmann Eastern Europe Bonds (CZK) (A);Gutmann Kapitalanlagegesellschaft m.b.H;10774246;529900ZUZSBUSS0FP122;ISSUED;4257;A;
AT0000A0PG34;Raiffeisen-Nachhaltigkeit-Rent (S) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;3249310;52990011HIMFWWQLM242;ISSUED;158;A;
AT0000A0PG42;Raiffeisen-ESG-Euro-Corporates (S) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7658028;529900B61QGWJ7LB6J86;ISSUED;1758;A;
AT0000A0PG59;Raiffeisen-Europa-HighYield (S) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173210;529900JLZZMDNRM35C68;ISSUED;765;A;
AT0000A0PG67;Raiffeisen-EmergingMarkets-ESG-Transformation-Rent (S) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7320981;529900SZQ8CESIKFB921;ISSUED;2405;A;
AT0000A0PH66;Raiffeisen-ESG-Global-Rent (S) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165404;529900YT86I6H6ALA737;ISSUED;163;A;
AT0000A0PH74;Raiffeisen-Nachhaltigkeit-EmergingMarkets-LocalBonds (S) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;9551220;5299001Q0GGN4TBUGC18;ISSUED;3971;A;
AT0000A0PHG0;Allianz Spezial 201 Renten (A);Allianz Invest Kapitalanlagegesellschaft mbH;10785434;5299000WK9M1Z2CO4D71;ISSUED;4261;A;
AT0000A0PHH8;ERSTE RESPONSIBLE BOND EURO CORPORATE EUR R01;Erste Asset Management GmbH;10778381;529900NC7IO3T09GWL91;ISSUED;4259;A;
AT0000A0PHJ4;ERSTE RESPONSIBLE BOND EURO CORPORATE EUR R01;Erste Asset Management GmbH;10778381;529900NC7IO3T09GWL91;ISSUED;4259;A;
AT0000A0PHK2;ERSTE RESPONSIBLE BOND EURO CORPORATE EUR R01;Erste Asset Management GmbH;10778381;529900NC7IO3T09GWL91;ISSUED;4259;A;
AT0000A0PJ80;3BG Corporate-Austria;3 Banken-Generali Investment-Gesellschaft m.b.H.;10788620;529900K5RK1F2EZC5P95;ISSUED;4263;A;
AT0000A0PLW9;Allianz Spezial 14-2 (T);Allianz Invest Kapitalanlagegesellschaft mbH;10829407;529900TOHDMT5SJZQZ11;ISSUED;4280;A;
AT0000A0PM93;Global Stock Fund;MASTERINVEST Kapitalanlage GmbH;10828044;5299003VFX51GXNN3A41;ISSUED;4272;A;
AT0000A0PPT6;WSTW V;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;10829385;529900T9IPYDJSXE5H92;ISSUED;4276;A;
AT0000A0PRW6;Gambrinus;LLB Invest Kapitalanlagegesellschaft m.b.H.;10880844;529900R9WL1EEOY9UG41;ISSUED;4288;A;
AT0000A0PS14;Theodosius;3 Banken-Generali Investment-Gesellschaft m.b.H.;10878408;5299003OL4P5YWIWSX11;ISSUED;4287;A;
AT0000A0PS22;Dea Dia Spezialfonds;LLB Invest Kapitalanlagegesellschaft m.b.H.;10878394;5299001UJW47WT4G2V15;ISSUED;4286;A;
AT0000A0PS63;Amundi GF Euro Core Rent;Amundi Austria GmbH;7270585;213800S5QALB9D92SM04;ISSUED;20;A;
AT0000A0PST0;R 252-Fonds;MASTERINVEST Kapitalanlage GmbH;10889442;529900051P5G2GCJNK05;ISSUED;4292;A;
AT0000A0Q768;Aktienstrategie global (I);MASTERINVEST Kapitalanlage GmbH;8474850;529900JCUUBYAB74MX44;ISSUED;1079;A;
AT0000A0QBU2;Gutmann US Dividends (USD) (T);Gutmann Kapitalanlagegesellschaft m.b.H;10920935;5299001XP7W9VAF8B867;ISSUED;4296;A;
AT0000A0QQ15;Raiffeisen-Rent-Flexibel (I) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10920919;529900542HTJN17FJA90;ISSUED;4298;A;
AT0000A0QQ23;Raiffeisen-Rent-Flexibel (I) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10920919;529900542HTJN17FJA90;ISSUED;4298;A;
AT0000A0QQ31;Raiffeisen-Rent-Flexibel (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10920919;529900542HTJN17FJA90;ISSUED;4298;A;
AT0000A0QQ49;Raiffeisen-Rent-Flexibel (R) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10920919;529900542HTJN17FJA90;ISSUED;4298;A;
AT0000A0QQ56;Raiffeisen-Rent-Flexibel (R) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10920919;529900542HTJN17FJA90;ISSUED;4298;A;
AT0000A0QQ64;Raiffeisen-Rent-Flexibel (R) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10920919;529900542HTJN17FJA90;ISSUED;4298;A;
AT0000A0QQ80;Raiffeisen-Rent-Flexibel (S) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;10920919;529900542HTJN17FJA90;ISSUED;4298;A;
AT0000A0QQL9;ERSTE BEST OF WORLD;Erste Asset Management GmbH;7513399;52990021I8OAWY7EQW97;ISSUED;1763;A;
AT0000A0QR97;LLB Portfolio Aktien International Dachfonds (R);LLB Invest Kapitalanlagegesellschaft m.b.H.;10948481;529900DX51LFXHRM7135;ISSUED;4300;A;
AT0000A0QRA0;LLB Portfolio Aktien Alternativ Dachfonds (R);LLB Invest Kapitalanlagegesellschaft m.b.H.;10948465;529900KSS7MJ0MS96A19;ISSUED;4301;A;
AT0000A0QRB8;LLB Portfolio Renten Dachfonds (R);LLB Invest Kapitalanlagegesellschaft m.b.H.;10948457;5299009JJURB1GYZ9B74;ISSUED;4302;A;
AT0000A0QRP8;Raiffeisen-Global-Strategic-Opportunities (S) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8541108;52990069PL2E48I7L376;ISSUED;3592;A;
AT0000A0QRQ6;Raiffeisen-Global-Strategic-Opportunities (S) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8541108;52990069PL2E48I7L376;ISSUED;3592;A;
AT0000A0QRR4;Raiffeisen-Global-Strategic-Opportunities (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8541108;52990069PL2E48I7L376;ISSUED;3592;A;
AT0000A0QZM8;Raiffeisen-Euro-ShortTerm-Rent (S) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7165374;529900ZN0H3TGVKN3X18;ISSUED;162;A;
AT0000A0R097;Raiffeisen-ESG-Euro-Rent (S) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7010982;529900PZK2TF51BYLY95;ISSUED;388;A;
AT0000A0R0A5;Raiffeisen-Inflationsschutz-Anleihen (S) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173253;529900Y5FHVIXJG1N761;ISSUED;2539;A;
AT0000A0R2P9;IQAM Bond Corporate (AT);IQAM Invest GmbH;7993480;529900Q0K959M3GX3H68;ISSUED;861;A;
AT0000A0R2Q7;IQAM Equity Europe (AT);IQAM Invest GmbH;7270160;52990037EDWNSJ8AS610;ISSUED;1010;A;
AT0000A0R2U9;OBK 36;3 Banken-Generali Investment-Gesellschaft m.b.H.;11044837;529900PH5ST450LS9033;ISSUED;4309;A;
AT0000A0R3B7;WFF Masterfonds;Erste Asset Management GmbH;11048875;52990054DYUG9W8R3J53;ISSUED;4310;A;
AT0000A0RFU1;CONVERTINVEST All-Cap Convertibles Fund (I) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8510580;52990082CLSB2PYP9061;ISSUED;3581;A;
AT0000A0RFV9;CONVERTINVEST All-Cap Convertibles Fund (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8510580;52990082CLSB2PYP9061;ISSUED;3581;A;
AT0000A0RGH6;PPF 6;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;11090260;5299009I9150NPSB7893;ISSUED;4320;A;
AT0000A0RGJ2;Hypo Vermögensmanagement 30;MASTERINVEST Kapitalanlage GmbH;11073420;529900FC2E2QKBVXJX56;ISSUED;4315;A;
AT0000A0RGK0;Hypo Vermögensmanagement 60;MASTERINVEST Kapitalanlage GmbH;11073446;529900GZNPWFROVCQU61;ISSUED;4316;A;
AT0000A0RGL8;Hypo Vermögensmanagement 100;MASTERINVEST Kapitalanlage GmbH;11073438;529900KT71VQA0T34L46;ISSUED;4317;A;
AT0000A0RGN4;Henviro 2 (EUR) (VT);Gutmann Kapitalanlagegesellschaft m.b.H;11081082;5299005T2ZMYHC9ZTR83;ISSUED;4318;A;
AT0000A0RK77;Global Dynamic Portfolio (T);Allianz Invest Kapitalanlagegesellschaft mbH;11094702;529900AHXK40373W4H84;ISSUED;4321;A;
AT0000A0RK93;Global Balanced Portfolio (T);Allianz Invest Kapitalanlagegesellschaft mbH;11094699;529900TJ6Z4C7IIWV541;ISSUED;4322;A;
AT0000A0RLK0;C 23;Amundi Austria GmbH;11099305;5299004GA8CCGWB5AT66;ISSUED;4325;A;
AT0000A0RMH4;ERSTE D-A-CH Fonds;Erste Asset Management GmbH;11104058;5299002W32XV0PUERW46;ISSUED;4327;A;
AT0000A0RMJ0;ERSTE D-A-CH Fonds;Erste Asset Management GmbH;11104058;5299002W32XV0PUERW46;ISSUED;4327;A;
AT0000A0S392;immofonds 1 (T);Union Investment Real Estate Austria AG;7205929;529900N64RZCBZGI8R71;ISSUED;2493;A;
AT0000A0S5F2;R 256-Fonds;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;11142189;5299007OOAX2KPYCR177;ISSUED;4334;A;
AT0000A0S5G0;R 257-Fonds;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;11142154;5299005KMOPZ69AOXP07;ISSUED;4335;A;
AT0000A0S8Z4;3 Banken Sachwerte-Aktienstrategie (R) (T);3 Banken-Generali Investment-Gesellschaft m.b.H.;11173254;529900IDG8JC7VKPF770;ISSUED;4338;A;
AT0000A0S9Q1;HYPO VORARLBERG DYNAMIK WERTSICHERUNG (R);MASTERINVEST Kapitalanlage GmbH;11181281;529900JFM42WS8L5O857;ISSUED;4341;A;
AT0000A0SDY6;Raiffeisen-GlobalAllocation-StrategiesPlus (I) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8541094;529900YMKVG4JERZDY19;ISSUED;3593;A;
AT0000A0SDZ3;Raiffeisen-GlobalAllocation-StrategiesPlus (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8541094;529900YMKVG4JERZDY19;ISSUED;3593;A;
AT0000A0SE09;Raiffeisen-GlobalAllocation-StrategiesPlus (R) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8541094;529900YMKVG4JERZDY19;ISSUED;3593;A;
AT0000A0SE17;Raiffeisen-GlobalAllocation-StrategiesPlus (R) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8541094;529900YMKVG4JERZDY19;ISSUED;3593;A;
AT0000A0SE25;Raiffeisen-GlobalAllocation-StrategiesPlus (R) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8541094;529900YMKVG4JERZDY19;ISSUED;3593;A;
AT0000A0SE33;CEDW Hilfe und Vorsorge (A);Allianz Invest Kapitalanlagegesellschaft mbH;11189037;529900BUGIUDADJK8805;ISSUED;4343;A;
AT0000A0SE41;CEDW Hilfe und Vorsorge (T);Allianz Invest Kapitalanlagegesellschaft mbH;11189037;529900BUGIUDADJK8805;ISSUED;4343;A;
AT0000A0SE82;ERSTE ALTERNATIVE TREND EUR R01;Erste Asset Management GmbH;11191031;529900R7M6AF0C7LF761;ISSUED;4346;A;
AT0000A0SE90;ERSTE ALTERNATIVE TREND EUR I01;Erste Asset Management GmbH;11191031;529900R7M6AF0C7LF761;ISSUED;4346;A;
AT0000A0SEC0;ERSTE ALTERNATIVE EQUITY EUR R01;Erste Asset Management GmbH;11191023;5299009K15MT73RJ0R79;ISSUED;4348;A;
AT0000A0SED8;ERSTE ALTERNATIVE EQUITY EUR I01;Erste Asset Management GmbH;11191023;5299009K15MT73RJ0R79;ISSUED;4348;A;
AT0000A0SEE6;K 411;Erste Asset Management GmbH;11191040;529900I7KT8BNTH3BL15;ISSUED;4345;A;
AT0000A0SFR5;ERSTE ALTERNATIVE EQUITY EUR R01;Erste Asset Management GmbH;11191023;5299009K15MT73RJ0R79;ISSUED;4348;A;
AT0000A0SFS3;ERSTE ALTERNATIVE EQUITY EUR I01;Erste Asset Management GmbH;11191023;5299009K15MT73RJ0R79;ISSUED;4348;A;
AT0000A0SN32;3 Banken Sachwerte-Aktienstrategie (I) (T);3 Banken-Generali Investment-Gesellschaft m.b.H.;11173254;529900IDG8JC7VKPF770;ISSUED;4338;A;
AT0000A0T671;Top Strategie Planer EUR R01;Erste Asset Management GmbH;11242906;5299004LBIHKW3BB0B92;ISSUED;4351;A;
AT0000A0T697;Top Strategie Planer EUR R02;Erste Asset Management GmbH;11242906;5299004LBIHKW3BB0B92;ISSUED;4351;A;
AT0000A0T6B8;Top Strategie Wachstum EUR R01;Erste Asset Management GmbH;11242892;529900OX1JNQN94P4T22;ISSUED;4352;A;
AT0000A0T6D4;Top Strategie Wachstum EUR R02;Erste Asset Management GmbH;11242892;529900OX1JNQN94P4T22;ISSUED;4352;A;
AT0000A0T6F9;Top Strategie Zukunft EUR R01;Erste Asset Management GmbH;11244348;529900INSK98D4KEDS10;ISSUED;4353;A;
AT0000A0T6H5;Top Strategie Zukunft EUR R02;Erste Asset Management GmbH;11244348;529900INSK98D4KEDS10;ISSUED;4353;A;
AT0000A0T6K9;Private Banking exklusiv EUR R01;Erste Asset Management GmbH;11244330;529900WJIZCPVHWLR663;ISSUED;4354;A;
AT0000A0T6M5;Private Banking exklusiv EUR R02;Erste Asset Management GmbH;11244330;529900WJIZCPVHWLR663;ISSUED;4354;A;
AT0000A0T796;Liquid Euro Corporate Bond Fund;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;11244356;529900GMGXXUOF3E9Z64;ISSUED;4355;A;
AT0000A0T804;K 95;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;11253096;529900IT253NR8J0FP67;ISSUED;4358;A;
AT0000A0T820;Valida Aktien Europa 2;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;11253100;529900GUG4YBCYKBPF90;ISSUED;4359;A;
AT0000A0T8B4;OBK 34;3 Banken-Generali Investment-Gesellschaft m.b.H.;11261749;529900HQXJPA7EG32642;ISSUED;4360;A;
AT0000A0U4K1;Valida Anleihefonds 8 N;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;11289902;5299009E53MZ8L04C783;ISSUED;4365;A;
AT0000A0UB24;MI Multi Strategy ESG (I) (A);MASTERINVEST Kapitalanlage GmbH;7527730;529900OAFLQ0HTHJCJ42;ISSUED;2538;A;
AT0000A0UBW0;FlexProtection Secure 12;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;11327464;529900I3HKPXT31EB041;ISSUED;4372;A;
AT0000A0UC98;K 96;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;11331011;529900TQLB8UHQHLGB38;ISSUED;4374;A;
AT0000A0UGN8;RT Panorama Fonds (T);Erste Asset Management GmbH;11345330;529900KLLK54W4QQCP78;ISSUED;4375;A;
AT0000A0UGP3;RT Panorama Fonds (V);Erste Asset Management GmbH;11345330;529900KLLK54W4QQCP78;ISSUED;4375;A;
AT0000A0UHF2;KIRUSIPE;Schoellerbank Invest AG;11353597;52990036FMU5BNZQH032;ISSUED;4376;A;
AT0000A0UJG6;C-QUADRAT ARTS Total Return Defensive (A);Ampega Investment GmbH (AT-Fonds);11364483;529900YBYPUB7P0H0013;ISSUED;4377;A;
AT0000A0UJH4;C-QUADRAT ARTS Total Return Defensive (T);Ampega Investment GmbH (AT-Fonds);11364483;529900YBYPUB7P0H0013;ISSUED;4377;A;
AT0000A0UJJ0;C-QUADRAT ARTS Total Return Defensive (V);Ampega Investment GmbH (AT-Fonds);11364483;529900YBYPUB7P0H0013;ISSUED;4377;A;
AT0000A0UJU7;R 258-Fonds;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;11366990;5299004WVGNGOKV2KI03;ISSUED;4380;A;
AT0000A0V3F2;Constantia Multi Invest 10 (R);LLB Invest Kapitalanlagegesellschaft m.b.H.;9885005;52990029QNDPTI9XUZ27;ISSUED;4082;A;
AT0000A0V3K2;VBV Aktiendachfonds 2;Erste Asset Management GmbH;11383577;529900V5L0VIT3GP2L90;ISSUED;4383;A;
AT0000A0V3M8;3 Banken Dividenden-Aktienstrategie (I);3 Banken-Generali Investment-Gesellschaft m.b.H.;11383585;529900QT4H74HSFQCH32;ISSUED;4385;A;
AT0000A0V4D5;Portfolio 28 A;Erste Asset Management GmbH;11397837;529900ZHJK4CPQDJ0B21;ISSUED;4389;A;
AT0000A0V5F7;VBV Rentenfonds 2;Amundi Austria GmbH;11411228;213800X2Y5S7Q55KJE26;ISSUED;4391;A;
AT0000A0V5S0;VBV VK PIA HTM Fonds;Amundi Austria GmbH;11414111;213800AXUGHFXUUHCE12;ISSUED;4392;A;
AT0000A0V5X0;VBV VK Emerging Markets ESG Bond Fund;Amundi Austria GmbH;11416211;213800AWEWKSD4XQ7O07;ISSUED;4394;A;
AT0000A0V6J7;Kathrein ESG Global Equity;MASTERINVEST Kapitalanlage GmbH;11426713;529900B6MW92GJMDB741;ISSUED;4398;A;
AT0000A0V6K5;Kathrein ESG Global Equity I1;MASTERINVEST Kapitalanlage GmbH;11426713;529900B6MW92GJMDB741;ISSUED;4398;A;
AT0000A0V750;SparTrust 42 (A);IQAM Invest GmbH;11430974;529900ZZIII2A3WFEB41;ISSUED;4399;A;
AT0000A0VA40;Allianz Spezial 102 htm (T);Allianz Invest Kapitalanlagegesellschaft mbH;11449799;5299002D15NZZOPX2757;ISSUED;4404;A;
AT0000A0VL88;Schoellerbank PREMIUM Global Portfolio (T);Schoellerbank Invest AG;11497807;529900P5YU0ZV0MZF375;ISSUED;4408;A;
AT0000A0VLY3;I-AM AllStars Conservative (I);LLB Invest Kapitalanlagegesellschaft m.b.H.;8413916;529900M6RJ9257DH4I66;ISSUED;2587;A;
AT0000A0VPF3;IQAM Strategic Commodity Fund (AT);IQAM Invest GmbH;8025240;529900XCW9XE7ZYIBO16;ISSUED;3333;A;
AT0000A0VQ26;OBK 37;3 Banken-Generali Investment-Gesellschaft m.b.H.;15888401;529900S65YZXU3ODFA16;ISSUED;4411;A;
AT0000A0W3A2;Gutmann Euro Corporate Bonds (EUR) (A);Gutmann Kapitalanlagegesellschaft m.b.H;15931137;529900JVSPUUN2F9QJ18;ISSUED;4415;A;
AT0000A0W4G7;RT Donau;Erste Asset Management GmbH;15961214;529900HMBRCXOEEVRQ86;ISSUED;4422;A;
AT0000A0W600;mahi546;LLB Invest Kapitalanlagegesellschaft m.b.H.;15992683;529900UY3O8VSQQO4U52;ISSUED;4427;A;
AT0000A0WJX7;ERSTE BOND EM CORPORATE IG USD R01;Erste Asset Management GmbH;16003500;529900I674AMFEIBL168;ISSUED;4429;A;
AT0000A0WJY5;ERSTE BOND EM CORPORATE IG USD R01;Erste Asset Management GmbH;16003500;529900I674AMFEIBL168;ISSUED;4429;A;
AT0000A0WJZ2;ERSTE BOND EM CORPORATE IG USD R01;Erste Asset Management GmbH;16003500;529900I674AMFEIBL168;ISSUED;4429;A;
AT0000A0WK05;ERSTE BOND EM CORPORATE IG (EUR) EUR R01;Erste Asset Management GmbH;16003519;529900AOOO2DCG9GNP46;ISSUED;4428;A;
AT0000A0WK13;ERSTE BOND EM CORPORATE IG (EUR) EUR R01;Erste Asset Management GmbH;16003519;529900AOOO2DCG9GNP46;ISSUED;4428;A;
AT0000A0WK21;ERSTE BOND EM CORPORATE IG (EUR) EUR R01;Erste Asset Management GmbH;16003519;529900AOOO2DCG9GNP46;ISSUED;4428;A;
AT0000A0WLW5;ERSTE RESPONSIBLE BOND EUR R01;Erste Asset Management GmbH;7525303;529900EP00J79DGJUD84;ISSUED;2077;A;
AT0000A0WLX3;ERSTE RESPONSIBLE RESERVE EUR R01 (V);Erste Asset Management GmbH;7744331;529900JU6P4QSHSQQ606;ISSUED;3200;A;
AT0000A0WM11;ERSTE RESPONSIBLE STOCK EUROPE EUR R01;Erste Asset Management GmbH;7525320;5299006I9PTVH3FDI917;ISSUED;2325;A;
AT0000A0WMN2;Pension-Income D3;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;16024729;529900FOJB2BV1GLUR55;ISSUED;4433;A;
AT0000A0X681;SF15;LLB Invest Kapitalanlagegesellschaft m.b.H.;16074602;529900YX2F3IT1SRX885;ISSUED;4443;A;
AT0000A0X7W6;WK 12 (EUR) (A);Gutmann Kapitalanlagegesellschaft m.b.H;16077644;529900QRWQUG6PD4X335;ISSUED;4444;A;
AT0000A0X8Y0;AC 12;3 Banken-Generali Investment-Gesellschaft m.b.H.;16091922;529900XT7OZO8EKIT971;ISSUED;4445;A;
AT0000A0X9D2;R 263-Fonds;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;16100859;5299006K8MW6IY0E0991;ISSUED;4446;A;
AT0000A0XBJ1;Apollo Euro High Grade Bond A (R);Security Kapitalanlage Aktiengesellschaft;8500673;5299003AH8HCTD4X6O69;ISSUED;2473;A;
AT0000A0XBW4;IQAM ShortTerm EUR (AT);IQAM Invest GmbH;4421060;529900XUSI8UBEIBFD14;ISSUED;88;A;
AT0000A0XD45;Kathrein Emerging Market Pearls (R) (T);MASTERINVEST Kapitalanlage GmbH;16145780;52990085BRGZV3QW1281;ISSUED;4448;A;
AT0000A0XD52;Kathrein Emerging Market Pearls (I) (A);MASTERINVEST Kapitalanlage GmbH;16145780;52990085BRGZV3QW1281;ISSUED;4448;A;
AT0000A0XH58;G 612 T EUR;Gutmann Kapitalanlagegesellschaft m.b.H;16159330;529900JY34RECBZ0KO88;ISSUED;4450;A;
AT0000A0XH66;C-QUADRAT ARTS Total Ret. Balanced (CHF) (T);Ampega Investment GmbH (AT-Fonds);8423610;5299003BG98OI9OJQG18;ISSUED;2413;A;
AT0000A0XHJ8;3 Banken Dividenden-Aktienstrategie (R);3 Banken-Generali Investment-Gesellschaft m.b.H.;11383585;529900QT4H74HSFQCH32;ISSUED;4385;A;
AT0000A0XHQ3;OBK 206;3 Banken-Generali Investment-Gesellschaft m.b.H.;16167929;529900TB0QMNDE96YR70;ISSUED;4451;A;
AT0000A0XJG0;IQAM Equity US (AT);IQAM Invest GmbH;7269099;52990061O95Z1YX52J89;ISSUED;1012;A;
AT0000A0XJH8;IQAM SRI SparTrust M (AA);IQAM Invest GmbH;3262880;5299005UKBRYJFDDK154;ISSUED;87;A;
AT0000A0XMJ8;DSC Equity Fund - Consumer Discretionary  (CHF) (A);Gutmann Kapitalanlagegesellschaft m.b.H;16182677;529900OVQSQQPIDZE651;ISSUED;4452;A;
AT0000A0XMK6;DSC Equity Fund - Energy (CHF) (A);Gutmann Kapitalanlagegesellschaft m.b.H;16182685;529900C8BUCFVR0C9G78;ISSUED;4453;A;
